Match Group,Set,Target,Race,Gender,Age,Attractive,Luminance_median,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Nose_Width,Nose_Length,Lip_Thickness,Face_Length,R_Eye_H,L_Eye_H,Avg_Eye_Height,R_Eye_W,L_Eye_W,Avg_Eye_Width,Face_Width_Cheeks,Face_Width_Mouth,Forehead,Pupil_Top_R,Pupil_Top_L,Asymmetry_pupil_top,Pupil_Lip_R,Pupil_Lip_L,Asymmetry_pupil_lip,BottomLip_Chin,Midcheek_Chin_R,Midcheek_Chin_L,Cheeks_avg,Midbrow_Hairline_R,Midbrow_Hairline_L,Faceshape,Heartshapeness,Noseshape,LipFullness,EyeShape,EyeSize,UpperHeadLength,MidfaceLength,ChinLength,ForeheadHeight,CheekboneHeight,CheekboneProminence,FaceRoundness,fWHR
33,C,WF-227,W,F,26.92592593,3.769230769,181.5,26,1,0,0,0,0,0.038461538,0.038461538,0.923076923,2,2.740740741,1.888888889,2,3.259259259,4.666666667,2.074074074,1.925925926,3.840909091,2.555555556,.,1.62962963,2.222222222,3.259259259,2.555555556,230,245,113,1169.5,59,53.5,56.25,163,171.5,167.25,608.5,479.5,468,451,468.5,17.5,352.5,344.5,8,233.5,439.5,419,429.25,366.5,387.5,0.520307824,1.26903024,0.93877551,0.096622488,0.33632287,0.048097478,0.400171013,0.297990594,0.199657973,0.322359983,0.367037195,129,0.410004275,1.944521914
33,D,WF-252,W,F,26.46428571,3.785714286,178,28,1,0,0,0,0,0.107142857,0,0.892857143,1.571428571,2.214285714,2.214285714,2.035714286,2.321428571,5.107142857,2.785714286,1.392857143,3.7,1.857142857,.,1.75,2,3.285714286,2.535714286,204.5,248.5,127,1167.5,61,65,63,175,165,170,605.5,475,469,482.5,486,3.5,354.5,353,1.5,211.5,447,436.5,441.75,385,382.5,0.51862955,1.274736842,0.822937626,0.108779443,0.370588235,0.053961456,0.401713062,0.302997859,0.181156317,0.32869379,0.378372591,130.5,0.406852248,1.84516156
34,A,WF-234,W,F,22.62962963,4.111111111,182.5,27,1,0,0,0,0,0,0,1,2,1.481481481,2.777777778,1.481481481,1.333333333,5.333333333,2.481481481,1.185185185,4.340425532,2.538461538,.,1.222222222,1.259259259,3.592592593,2.333333333,228.5,248.5,91,1056,64,66,65,166,168.5,167.25,603,468,397.5,416,422.5,6.5,365,362,3,185.5,408.5,397.5,403,327,325,0.571022727,1.288461538,0.919517103,0.086174242,0.388639761,0.06155303,0.376420455,0.344223485,0.175662879,0.308712121,0.381628788,135,0.443181818,1.898084419
34,B,WF-011,W,F,24.04166667,4.129032258,157.5,95,0.989361702,0.010638298,0,0,0,0,0,1,1.946808511,1.968085106,2.870967742,1.88172043,2.172413793,5.138297872,2.425531915,1.70212766,4.547619048,2.483870968,4.653846154,1.521276596,1.861702128,3.70212766,1.827956989,168.5,243,84.5,1073,58.5,61,59.75,152.5,155,153.75,666,562.5,416,418.5,423,4.5,364.5,370,5.5,194,442.5,439,440.75,355.5,350,0.620689655,1.184,0.693415638,0.078751165,0.388617886,0.055684995,0.387698043,0.342264678,0.180801491,0.328751165,0.410764212,0.096458527,0.524231128,1.93
34,C,WF-232,W,F,25.27586207,4.206896552,175,29,1,0,0,0,0.034482759,0.034482759,0,0.931034483,1.482758621,1.862068966,2,1.642857143,2.068965517,5.034482759,2.379310345,1.275862069,3.395833333,2.214285714,.,1.344827586,1.344827586,3.821428571,1.724137931,209.5,280,104.5,1168,59.5,64,61.75,170,179.5,174.75,615,479.5,473.5,486,485.5,0.5,398,386,12,201,433,426.5,429.75,388,381,0.526541096,1.282586027,0.748214286,0.089469178,0.353361946,0.052868151,0.405393836,0.335616438,0.172089041,0.329195205,0.367936644,135.5,0.410530822,1.74419128
34,D,WF-212,W,F,22.96551724,4.275862069,182,29,1,0,0,0,0,0,0,1,1.275862069,1.413793103,2.034482759,1.379310345,2.310344828,5.517241379,3.206896552,1.142857143,4.235294118,1.586206897,.,1.24137931,1.379310345,3.551724138,2,197,277.5,119,1092.5,48.5,56,52.25,148.5,162,155.25,621,463,405,377.5,396,18.5,385.5,381,4.5,197.5,433,422,427.5,296.5,290,0.568421053,1.3412527,0.70990991,0.108924485,0.336553945,0.047826087,0.370709382,0.350800915,0.180778032,0.268421053,0.391304348,158,0.423798627,1.731757277
35,A,WF-031,W,F,23.23529412,4.12195122,166.5,85,0.988095238,0.011904762,0,0,0.023529412,0,0,0.976470588,2.166666667,2.035714286,2.879518072,1.976190476,2.043478261,4.952380952,2.452380952,1.843373494,4,2.869047619,4.346153846,1.773809524,1.892857143,3.731707317,1.975903614,189.5,241,112,1077.5,58.5,60.5,59.5,157,159,158,691,616.5,418,417,428.5,11.5,340,344.5,4.5,190.5,438,439.5,438.75,327.5,329,0.641299304,1.120843471,0.786307054,0.103944316,0.376582278,0.055220418,0.387935035,0.317633411,0.176798144,0.304640371,0.407192575,0.069141531,0.572157773,1.99
35,B,WF-029,W,F,24.36046512,4.223529412,154.5,86,1,0,0,0,0,0.011627907,0.011627907,0.976744186,1.952941176,4.647058824,2.588235294,3.752941176,3.32,4.764705882,1.717647059,1.811764706,4.369565217,2.156626506,3.24,1.835294118,3.047058824,3.223529412,2.411764706,194.5,231.5,102.5,1067,51.5,46.5,49,154.5,149,151.75,680,599,419,410.5,372,38.5,353.5,351.5,2,199.5,458.5,449.5,454,365.5,341.5,0.637300843,1.135225376,0.840172786,0.09606373,0.322899506,0.045923149,0.392689784,0.330365511,0.186972821,0.331302718,0.425492034,0.075913777,0.561387067,2.05
35,C,WF-025,W,F,28.10869565,4.304347826,149,92,0.989130435,0.010869565,0,0,0.02173913,0,0,0.97826087,2.782608696,2.72826087,1.793478261,2.380434783,2,4.836956522,2.195652174,1.847826087,3.75,2.923913043,4,2.532608696,2.130434783,3.315217391,2.230769231,173,280,92,1064.5,65.5,67.5,66.5,152,152,152,620,483,427,418,434.5,16.5,374,368.5,5.5,162.5,442.5,418.5,430.5,330,335.5,0.582433067,1.283643892,0.617857143,0.086425552,0.4375,0.062470643,0.40112729,0.348755284,0.152653828,0.31258807,0.404415218,0.12869892,0.453734147,1.62
35,D,WF-243,W,F,26.48,4.36,173,25,1,0,0,0,0,0,0,1,2,2.16,2.48,1.72,2.68,5.28,3.583333333,1.56,4.341463415,2.52,.,2.04,2.12,4,2.833333333,213.5,297.5,97,1142.5,60,57.5,58.75,165.5,164.5,165,618,483.5,418,416.5,421.5,5,414,403,11,220,459,446.5,452.75,329,328,0.540919037,1.278179938,0.717647059,0.084901532,0.356060606,0.051422319,0.365864333,0.357549234,0.192560175,0.287527352,0.396280088,134.5,0.423194748,1.729321162
36,C,WF-228,W,F,36.23076923,3.692307692,172,26,1,0,0.038461538,0,0,0,0,0.961538462,1.769230769,1.961538462,1.72,1.807692308,2.153846154,5.192307692,3.36,1.807692308,3.5,2.423076923,.,1.384615385,1.461538462,3.884615385,2.153846154,224,290,97,1281,59.5,64,61.75,175.5,167.5,171.5,634,478.5,526,531,536.5,5.5,414,412,2,214.5,452,456,454,405,409.5,0.494925839,1.324973877,0.772413793,0.075722092,0.360058309,0.048204528,0.410616706,0.322404372,0.167447307,0.317915691,0.354410617,155.5,0.3735363,1.575385514
36,B,WF-201,W,F,27,3.818181818,169,22,0.909090909,0.090909091,0.045454545,0,0.045454545,0.045454545,0,0.863636364,1.772727273,3.636363636,1.681818182,3,4.19047619,4.545454545,1.772727273,2.545454545,2.863636364,2.318181818,.,1.428571429,3.090909091,3.090909091,2.619047619,237,288,119,1229,67.5,66,66.75,164,177,170.5,631,495,488.5,486.5,497,10.5,399,400,1,214,461.5,480,470.75,372,374,0.513425549,1.274747475,0.822916667,0.096826688,0.391495601,0.054312449,0.397477624,0.325061025,0.174125305,0.303498779,0.383034988,136,0.402766477,1.616161616
36,A,WF-244,W,F,26.63636364,3.818181818,185,22,1,0,0,0,0,0,0,1,1.772727273,2.090909091,2.909090909,2,2.454545455,5.363636364,2.318181818,1.5,4.488372093,2.409090909,.,1.238095238,1.863636364,3.909090909,2.227272727,195.5,227.5,110.5,1139,57.5,61,59.25,170,167,168.5,619.5,481.5,449,444.5,455,10.5,349,349,0,215.5,427,421,424,329,362,0.543898156,1.286604361,0.859340659,0.097014925,0.351632047,0.052019315,0.394205443,0.306409131,0.189201054,0.30333626,0.372256365,138,0.422739245,1.928452249
36,D,WF-200,W,F,33.04,4,163,25,1,0,0.08,0,0.44,0.08,0.12,0.28,2.4,2.28,2.28,1.6,2.2,4.6,2.56,1.92,1.745098039,2.166666667,.,2.8,2.12,3.96,2.12,215.5,301.5,116,1135.5,84,77.5,80.75,178,169,173.5,626,512,354,404.5,403,1.5,416.5,411,5.5,211,458.5,467,462.75,304,316.5,0.551298987,1.22265625,0.714759536,0.10215764,0.465417867,0.071114047,0.311756935,0.364376926,0.185821224,0.273227653,0.407529723,114,0.450902686,1.688645384
37,A,WF-205,W,F,27.56,4.826086957,24,1,0,0,0,0,0,0,1,1.92,2.583333333,2.375,1.64,3.32,5.56,2.52,1.68,4.47826087,1.84,.,1.96,2.16,3.8,2.625,184,190.5,284,123.5,1149,69,69,69,170,166.5,168.25,624,451,419.5,430,435.5,5.5,385.5,384.5,1,200,454,454.5,454.25,343.5,353.5,0.54308094,1.383592018,0.670774648,0.107484769,0.410104012,0.060052219,0.365100087,0.335073977,0.174064404,0.303307224,0.395343777,173,0.392515231,1.794746315
37,B,WF-003,W,F,26.71428571,4.89010989,91,1,0,0,0,0,0,0.010989011,0.989010989,2.032967033,1.901098901,2.593406593,1.879120879,1.888888889,5.527472527,3.32967033,1.857142857,4.840909091,2.362637363,4.5,2,1.877777778,4.054945055,2.411111111,163.5,179,250,80,1049,67,68.5,67.75,173.5,180.5,177,696.5,621,394,438,416.5,21.5,367,370.5,3.5,201.5,464.5,451,457.75,347,323,0.663965682,1.1215781,0.716,0.076263108,0.382768362,0.064585319,0.375595806,0.351525262,0.192087703,0.319351764,0.436367969,0.071973308,0.591992374,1.88
37,C,WF-022,W,F,19.91397849,5.086956522,92,1,0,0,0,0.032608696,0,0.010869565,0.956521739,2.076086957,1.739130435,3.739130435,1.739130435,1.965517241,5.576086957,3.206521739,1.434782609,3.744680851,2.402173913,4.5,1.826086957,1.43956044,4.163043478,2.391304348,167,189.5,234.5,115,1086,57,59.5,58.25,161.5,161,161.25,698.5,584.5,404,381.5,428.5,47,359,355,4,196,474.5,465,469.75,323.5,330,0.643186004,1.195038494,0.808102345,0.105893186,0.36124031,0.053637201,0.372007366,0.328729282,0.180478821,0.30087477,0.432550645,0.104972376,0.538213628,1.99
37,D,WF-233,W,F,22.60869565,5.47826087,23,1,0,0,0,0,0,0,1,1.652173913,1.608695652,3.608695652,1.47826087,1.818181818,5.913043478,2.695652174,1.260869565,4.512195122,1.727272727,.,1.782608696,1.565217391,4.173913043,2.52173913,175,217.5,257,115.5,1157,61,65.5,63.25,173.5,172.5,173,558,438.5,478.5,478.5,486,7.5,362.5,359.5,3,189,423,427.5,425.25,370.5,376,0.482281763,1.272519954,0.846303502,0.099827139,0.365606936,0.054667243,0.413569576,0.312013829,0.1633535,0.322601556,0.367545376,119.5,0.378997407,1.802039929
38,C,WF-019,W,F,28.34782609,2.933333333,92,1,0,0,0,0.25,0.010869565,0.010869565,0.72826087,2.255555556,4.222222222,2.011111111,3.488888889,3.72,3.977777778,1.733333333,2.811111111,2.357142857,3.1,3.269230769,1.666666667,3.344444444,3.112359551,2.606741573,161,202,224,96,1122,59,58,58.5,159,162,160.5,694,630.5,422.5,419,417.5,1.5,363,359,4,243.5,483.5,468,475.75,313.5,316.5,0.618538324,1.100713719,0.901785714,0.085561497,0.364485981,0.052139037,0.376559715,0.321746881,0.217023173,0.280748663,0.424019608,0.056595365,0.561942959,1.89
38,D,WF-017,W,F,23.30337079,3.280898876,89,1,0,0,0,0.02247191,0,0.02247191,0.95505618,2.168539326,2.292134831,2.808988764,2.08988764,2.653846154,4.359550562,2.786516854,2.404494382,3.818181818,2.494382022,4.153846154,1.842696629,2.314606742,3.505617978,2.617977528,163.5,200,230.5,85.5,1018,60.5,62.5,61.5,151.5,157.5,154.5,686.5,522,371.5,358.5,358.5,0,341,340,1,217.5,433,426.5,429.75,322,331,0.674361493,1.3151341,0.867678959,0.083988212,0.398058252,0.060412574,0.364931238,0.334479371,0.213654224,0.320726916,0.422151277,0.161591356,0.512770138,2.01
38,B,WF-038,W,F,28.72282609,3.315217391,92,1,0,0,0,0,0,0,1,2.02173913,2.054347826,2.347826087,1.836956522,2.538461538,4.293478261,2.923913043,2.445652174,4.266666667,2.032608696,4.461538462,2.358695652,2.119565217,3.739130435,2.175824176,151,213.5,241,72,1136.5,61.5,59,60.25,146,148,147,681,596,445.5,428,436.5,8.5,368,371.5,3.5,224,454.5,440.5,447.5,331,339,0.599208095,1.14261745,0.885892116,0.063352398,0.409863946,0.053013638,0.391992961,0.325340959,0.197096348,0.294764628,0.39375275,0.074791025,0.52441707,1.86
38,A,WF-035,W,F,24.76136364,3.390804598,88,0.977011494,0.022988506,0,0,0.045454545,0,0.011363636,0.943181818,2.068965517,2.390804598,2.620689655,2.183908046,2.652173913,4.126436782,2.413793103,2.574712644,3.3,2.804597701,4.16,1.91954023,2.045977011,3.540229885,2.379310345,146.5,182.5,217.5,96.5,1035.5,55,47,51,158.5,155.5,157,701.5,604.5,384.5,401.5,390.5,11,362.5,358,4.5,212,453.5,448.5,451,318,301,0.677450507,1.160463193,0.83908046,0.093191695,0.324840764,0.049251569,0.371318204,0.347899565,0.204732014,0.298889425,0.435538387,0.093674553,0.583775954,1.99
39,D,WF-001,W,F,24.94949495,3.105263158,99,0.96969697,0.03030303,0,0,0,0,0.01010101,0.98989899,2.25,3.197916667,1.989583333,2.583333333,3,3.864583333,2.072916667,3.010416667,4.266666667,2.875,3.6,1.84375,2.9375,3.302083333,2.802083333,158,188,251,65,1055,66,66.5,66.25,160,162.5,161.25,671,542,423,483,457,26,369,366.5,2.5,194.5,439,425,432,388.5,371.5,0.636018957,1.23800738,0.749003984,0.061611374,0.410852713,0.062796209,0.400947867,0.348578199,0.18436019,0.360189573,0.409478673,0.122274882,0.513744076,1.92
39,C,WF-213,W,F,25.65517241,3.24137931,29,1,0,0,0,0,0,0,1,1.448275862,2.592592593,1.896551724,2.482758621,2.862068966,4.142857143,1.75862069,2.103448276,4.066666667,1.689655172,.,1.310344828,2.344827586,3,1.862068966,173,206.5,319,96,1180,63,61.5,62.25,171.5,170,170.75,629,464.5,477,489.5,485.5,4,386,399.5,13.5,216,412,420,416,387.5,387,0.533050847,1.354144241,0.647335423,0.081355932,0.364568082,0.052754237,0.404237288,0.332838983,0.183050847,0.328177966,0.352542373,164.5,0.393644068,1.8026637
39,B,WF-247,W,F,26.41666667,3.25,23,1,0,0,0,0,0,0,1,1.708333333,2.25,2.291666667,2.208333333,2.652173913,4.826086957,2.416666667,1.583333333,3.56097561,2,.,1.708333333,1.875,3.608695652,1.666666667,183,207,270,111.5,1215,54,55.5,54.75,166,166,166,637.5,460,510.5,489.5,497,7.5,377.5,376.5,1,197.5,422.5,422,422.25,395.5,390.5,0.524691358,1.385869565,0.766666667,0.091769547,0.329819277,0.045061728,0.420164609,0.310288066,0.16255144,0.32345679,0.347530864,177.5,0.378600823,1.770792697
39,A,WF-223,W,F,23.26923077,3.384615385,26,1,0,0,0,0,0.038461538,0,0.961538462,2.384615385,1.730769231,2.923076923,1.576923077,1.708333333,5,2.153846154,1.615384615,3.622641509,3.115384615,.,2.038461538,1.4,3.192307692,2.423076923,182,213,242,104,1159,67,71.5,69.25,183.5,176.5,180,627.5,494.5,503,527.5,508,19.5,334.5,339,4.5,215,412,411.5,411.75,389.5,377,0.541415013,1.268958544,0.880165289,0.089732528,0.384722222,0.059749784,0.433994823,0.2905522,0.185504745,0.330672994,0.355263158,133,0.426660915,1.910768213
40,D,WF-229,W,F,22.92,2.68,25,0.96,0.04,0,0,0.04,0.16,0,0.8,2.44,1.875,3.32,1.88,2.173913043,3.916666667,1.72,2.291666667,2.468085106,2.708333333,.,1.84,1.583333333,3.2,3.48,180,220.5,226.5,120.5,1171,70.5,65.5,68,185,178.5,181.75,643.5,455.5,466.5,485.5,463,22.5,331,341,10,216,426,422.5,424.25,357.5,352.5,0.549530316,1.41273326,0.973509934,0.102903501,0.374140303,0.058070026,0.398377455,0.286934244,0.184457728,0.303159693,0.362297182,188,0.388983775,1.955607946
40,C,WF-037,W,F,23.5,2.688172043,96,0.979166667,0.020833333,0.020833333,0,0.25,0.041666667,0.0625,0.625,1.925531915,2.521276596,2.819148936,2.382978723,2.533333333,3.914893617,2.096774194,2.5,2.166666667,2.829787234,3.576923077,1.574468085,2.095744681,3.29787234,2.244680851,158.5,200,223.5,99.5,999,58.5,56,57.25,144.5,152.5,148.5,703,631.5,339.5,369.5,363,6.5,343.5,347.5,4,202.5,449,444,446.5,267.5,264.5,0.703703704,1.113222486,0.894854586,0.0995996,0.385521886,0.057307307,0.33983984,0.345845846,0.202702703,0.266266266,0.446946947,0.071571572,0.632132132,2.14
40,B,WF-226,W,F,32.23809524,2.714285714,21,1,0,0,0,0.095238095,0,0.047619048,0.857142857,1.619047619,2.095238095,2.333333333,1.8,2.19047619,4.142857143,1.904761905,1.789473684,3.111111111,2.047619048,.,1.333333333,1.7,3.15,1.65,172.5,219,239.5,94,1144.5,56.5,60,58.25,165,164.5,164.75,633,488.5,424.5,457,463.5,6.5,379.5,377,2.5,204.5,425.5,421.5,423.5,349,370,0.553079948,1.29580348,0.91440501,0.082131935,0.353566009,0.050895588,0.370904325,0.330493665,0.178680647,0.314110965,0.370030581,144.5,0.426823941,1.750780047
40,A,WF-008,W,F,30.21052632,2.734042553,95,1,0,0,0,0,0,0,1,2.053191489,1.787234043,2.595744681,1.744680851,2.25,4,2.946808511,2.265957447,4.564102564,2.14893617,4.307692308,2.095744681,1.574468085,3.88172043,1.680851064,168,185.5,214.5,101,1081.5,61.5,58.5,60,164,160.5,162.25,673,610,409.5,412,387,25,342.5,350,7.5,219.5,465.5,455.5,460.5,346,308,0.622283865,1.103278689,0.864801865,0.093388812,0.369799692,0.055478502,0.378640777,0.320157189,0.202958853,0.302357836,0.425797503,0.058252427,0.564031438,1.97
41,B,WF-231,W,F,26.31034483,3.857142857,28,1,0,0,0,0,0,0,1,2.034482759,3.413793103,2.035714286,2.586206897,2.586206897,5.310344828,2.172413793,1.448275862,4.5625,2.724137931,.,1.620689655,2.344827586,3.344827586,1.724137931,176,198.5,271,116.5,1211.5,75.5,73,74.25,178,175.5,176.75,626.5,485,435,452,454,2,392.5,383,9.5,250.5,481,471.5,476.25,322,331.5,0.517127528,1.291752577,0.732472325,0.096161783,0.420084866,0.06128766,0.359059018,0.32005778,0.206768469,0.269706975,0.393107718,141.5,0.400330169,1.707768996
41,D,WF-219,W,F,24.65384615,3.884615385,26,1,0,0,0,0.076923077,0,0,0.923076923,1.846153846,3.115384615,1.884615385,2.461538462,3.153846154,4.807692308,1.730769231,1.961538462,3.289473684,2.115384615,.,1.423076923,2.36,3.269230769,1.807692308,166,222,267,157.5,1165,60.5,54.5,57.5,164,159,161.5,661,500,418,425.5,414.5,11,402,399,3,194.5,463,474,468.5,349.5,345,0.567381974,1.322,0.831460674,0.135193133,0.356037152,0.049356223,0.358798283,0.343776824,0.16695279,0.29806867,0.402145923,161,0.429184549,1.846689164
41,A,WF-021,W,F,25.69230769,3.934065934,91,0.989010989,0.010989011,0,0,0.021978022,0,0.010989011,0.967032967,2.494505495,3.285714286,2.824175824,2.933333333,2.666666667,4.747252747,2.211111111,2.362637363,3.926829268,3.659340659,4.115384615,1.835164835,2.373626374,3.494505495,2.164835165,155.5,207,254.5,107.5,1120,67,61.5,64.25,157.5,157,157.25,710,569.5,421.5,394.5,429.5,35,370.5,360,10.5,206,472,446.5,459.25,317,338.5,0.633928571,1.246707638,0.813359528,0.095982143,0.408585056,0.057366071,0.376339286,0.326116071,0.183928571,0.292633929,0.410044643,0.125446429,0.508482143,1.85
41,C,WF-208,W,F,26.44444444,3.962962963,27,0.962962963,0.037037037,0,0,0,0,0,1,2.038461538,1.84,1.740740741,1.653846154,2.230769231,5.074074074,2.333333333,1.444444444,3.674418605,2.444444444,.,1.37037037,1.740740741,3.62962963,1.592592593,174.5,204.5,271.5,110.5,1211.5,60.5,65.5,63,173.5,174.5,174,631.5,489.5,476,465,483.5,18.5,376,379.5,3.5,238.5,468,462.5,465.25,306.5,368.5,0.521254643,1.290091931,0.753222836,0.091209245,0.362068966,0.052001651,0.392901362,0.311803549,0.196863392,0.278580272,0.384028064,142,0.404044573,1.756790441
42,D,WF-207,W,F,24.875,4.458333333,24,1,0,0,0,0,0,0,1,1.625,1.695652174,2.608695652,1.5,2.375,5.25,3.363636364,1.458333333,4.47826087,1.583333333,.,1.541666667,1.583333333,3.958333333,2.041666667,177,211.5,259,71,1138,42.5,48,45.25,152.5,161,156.75,625.5,466.5,448,463,472,9,364.5,362.5,2,232,416,421,418.5,376.5,386.5,0.549648506,1.340836013,0.816602317,0.062390158,0.288676236,0.039762742,0.393673111,0.319420035,0.203866432,0.335237258,0.367750439,159,0.409929701,1.84206998
42,C,WF-206,W,F,28.06896552,4.517241379,29,1,0,0,0,0.103448276,0.172413793,0,0.724137931,1.931034483,4.068965517,1.931034483,3.172413793,3.620689655,5.571428571,1.689655172,1.827586207,2.542857143,2.607142857,.,1.464285714,3.310344828,2.931034483,2,172,207.5,273,119,1183,49.5,47,48.25,154,151,152.5,628.5,488.5,477,463,475.5,12.5,386.5,381.5,5,206,432.5,454,443.25,335,358.5,0.531276416,1.286591607,0.76007326,0.100591716,0.316393443,0.040786137,0.403212172,0.324598478,0.174133559,0.293110735,0.374683009,140,0.412933221,1.794361064
42,B,WF-236,W,F,26.38461538,4.576923077,25,1,0,0,0,0.08,0.16,0.04,0.72,1.692307692,1.576923077,2.615384615,1.72,2.25,5.538461538,3.230769231,1.5,2.888888889,2.076923077,.,1.730769231,1.576923077,3.6,1.884615385,172,219.5,259,144.5,1194.5,43.5,42,42.75,153.5,160,156.75,632,488,399,439.5,446,6.5,389,386.5,2.5,221.5,467.5,467,467.25,272,319.5,0.52909167,1.295081967,0.847490347,0.120971118,0.272727273,0.035789033,0.334030975,0.324612809,0.185433236,0.247593135,0.391167853,144,0.408539138,1.639701689
42,A,WF-211,W,F,21.55172414,4.620689655,29,1,0,0,0,0.034482759,0.034482759,0,0.931034483,1.931034483,2.275862069,2.275862069,2,2.724137931,5.551724138,2.931034483,1.793103448,3.581395349,1.964285714,.,1.862068966,1.896551724,3.896551724,2.482758621,178,221.5,299.5,125.5,1141.5,65.5,76.5,71,164,164.5,164.25,634.5,459,407,457.5,456,1.5,366.5,370.5,4,189,411,422,416.5,363,373.5,0.555847569,1.382352941,0.739565943,0.109943057,0.432267884,0.062198861,0.356548401,0.32282085,0.165571616,0.32260184,0.364870784,175.5,0.402102497,1.863667582
43,A,WM-249,W,M,43.18518519,2.407407407,156,27,0,1,0,0,0,0,0,1,2.481481481,3.037037037,1.555555556,2.407407407,3.333333333,1.222222222,1.333333333,4.148148148,4.1,3.222222222,.,1.538461538,3.407407407,2.307692308,2.888888889,213.5,268.5,71,1245.5,58.5,60,59.25,155,157.5,156.25,643.5,507,541.5,536.5,557,20.5,396,383,13,238.5,435,425,430,444,458,0.516659976,1.269230769,0.795158287,0.057005219,0.3792,0.047571257,0.434765155,0.312725813,0.191489362,0.362103573,0.345242874,136.5,0.407065436,1.794266359
43,B,WM-002,W,M,30.43209877,2.5125,156.5,81,0,1,0.024691358,0,0.061728395,0.037037037,0.24691358,0.62962963,2.0375,3.569620253,1.7875,3.025,3.857142857,1.696202532,2.0125,4.875,1.872727273,2.775,3.038461538,1.7875,3.525,2.975,3.3125,216.5,244.5,130.5,1164.5,53,55,54,165,164.5,164.75,690,673,441.5,449.5,455.5,6,370.5,383.5,13,204.5,511,509,510,367,375,0.592528982,1.02526003,0.885480573,0.112065264,0.327769347,0.046371833,0.379132675,0.323744096,0.175611851,0.31859167,0.437956204,0.01459854,0.577930442,1.95
43,C,WM-237,W,M,29,2.517241379,174,29,0,1,0,0,0.034482759,0,0,0.965517241,1.965517241,2.551724138,2.068965517,2.172413793,2.724137931,1.678571429,1.793103448,4.285714286,3.79245283,2.551724138,.,1.642857143,2.413793103,3,2.413793103,205.5,280.5,83.5,1085.5,58.5,55,56.75,172,170.5,171.25,619,500.5,359.5,386,386.5,0.5,419,415.5,3.5,216.5,440,449,444.5,295.5,283,0.570244127,1.236763237,0.732620321,0.076923077,0.331386861,0.052280055,0.331183786,0.384385076,0.199447259,0.266467066,0.409488715,118.5,0.461077844,1.67755843
43,D,WM-220,W,M,37.22222222,2.518518519,163.5,26,0,1,0,0,0,0,0,1,1.925925926,3.740740741,1.851851852,2.444444444,4.615384615,1.407407407,2.307692308,5.074074074,3.791666667,2,.,1.851851852,4.384615385,2.481481481,3.407407407,212.5,239.5,94.5,1138,46,43.5,44.75,146,141.5,143.75,606.5,476,430.5,429,428.5,0.5,388,389,1,226.5,441.5,443.5,442.5,378,391.5,0.532952548,1.274159664,0.887265136,0.083040422,0.311304348,0.039323374,0.378295255,0.341388401,0.199033392,0.338093146,0.38884007,130.5,0.41827768,1.802374163
44,D,WM-251,W,M,27.72,2.6,161,25,0,1,0,0,0,0,0,1,2.04,2.08,2.08,1.96,2.56,1.68,3.2,4.32,4.038461538,2.48,.,1.791666667,1.92,3.4,2.48,212,319,146.5,1303.5,61.5,65,63.25,179,174.5,176.75,669,529,488,475.5,485.5,10,415,413,2,265,509,498.5,503.75,376,402,0.513233602,1.264650284,0.664576803,0.11238972,0.357850071,0.048523207,0.374376678,0.317606444,0.203298811,0.298427311,0.386459532,140,0.405830456,1.72227293
44,C,WM-234,W,M,23.31034483,2.551724138,172,29,0,1,0,0,0,0,0,1,1.862068966,2.862068966,2.724137931,2,3.107142857,1.586206897,2.137931034,4.517241379,4.26,2.172413793,.,1.310344828,2.517241379,2.862068966,1.896551724,206.5,239,45,1086.5,39,41,40,143.5,146.5,145,655,527.5,406.5,402,411,9,382.5,377.5,5,265.5,426.5,439.5,433,317,326.5,0.602853198,1.241706161,0.864016736,0.041417395,0.275862069,0.036815462,0.374137138,0.349746894,0.244362632,0.296134376,0.398527382,127.5,0.485503912,1.875302131
44,B,WM-232,W,M,23.2962963,2.592592593,175,27,0,1,0,0,0,0,0,1,2.666666667,3.538461538,2.703703704,2.925925926,2.592592593,1.740740741,1.888888889,4.37037037,3.625,3.407407407,.,1.851851852,3.037037037,2.777777778,2.703703704,220.5,255,128,1184,59,61,60,165.5,166,165.75,655,485,425.5,443.5,435.5,8,399,401,2,221,478.5,474,476.25,352,353.5,0.553209459,1.350515464,0.864705882,0.108108108,0.36199095,0.050675676,0.359375,0.337837838,0.186655405,0.297930743,0.402238176,170,0.409628378,1.784698276
44,A,WM-001,W,M,16.93548387,2.64516129,162.5,93,0.032258065,0.967741935,0,0,0,0,0.010752688,0.989247312,2.548387097,2.247311828,3.591397849,2.182795699,1.857142857,2.096774194,1.967741935,3.580645161,3.857142857,3.494623656,3.730769231,1.698924731,1.827956989,3.215053763,2.322580645,190,260,97,1062.5,52,54,53,155,155.5,155.25,621,471,386.5,383.5,382.5,1,388.5,381.5,7,175.5,479.5,459.5,469.5,305,317,0.584470588,1.318471338,0.730769231,0.091294118,0.341384863,0.049882353,0.363764706,0.362352941,0.165176471,0.292705882,0.441882353,0.141176471,0.443294118,1.73
